, source airport, destination airport,count
19894,PMI,FRA,271
7553,PMI,INN,271
7538,PMI,BSL,271
7556,PMI,LNZ,271
7557,PMI,MAH,271
7558,PMI,MUC,271
66572,PMI,EMA,271
60899,PMI,OVD,271
60897,PMI,BOD,271
30792,PMI,LNZ,271
7560,PMI,PAD,271
7561,PMI,SCN,271
7540,PMI,CPH,271
7541,PMI,DRS,271
47591,PMI,PRG,271
55317,PMI,MAN,271
55318,PMI,MXP,271
39472,PMI,BLK,271
39473,PMI,EDI,271
39474,PMI,EMA,271
55320,PMI,SEN,271
55321,PMI,STN,271
55315,PMI,LPL,271
55316,PMI,LTN,271
27567,PMI,AAR,271
27568,PMI,AGP,271
27569,PMI,BCN,271
53385,PMI,BOH,271
53392,PMI,GLA,271
27577,PMI,BRU,271
546,PMI,NDR,271
66571,PMI,BHX,271
7542,PMI,DTM,271
7543,PMI,DUS,271
66573,PMI,LBA,271
66574,PMI,LGW,271
66575,PMI,LTN,271
66576,PMI,MAN,271
62378,PMI,ORY,271
62379,PMI,SVQ,271
62380,PMI,TLS,271
30862,PMI,DUS,271
27610,PMI,SDR,271
27611,PMI,SNN,271
27595,PMI,LBA,271
27582,PMI,CRL,271
27583,PMI,DTM,271
27615,PMI,WMI,271
27602,PMI,NRN,271
27587,PMI,EMA,271
27608,PMI,RYG,271
27609,PMI,SCQ,271
27606,PMI,PIK,271
27607,PMI,REU,271
27605,PMI,ORK,271
14879,PMI,LCY,271
14880,PMI,LHR,271
27584,PMI,DUB,271
27585,PMI,EDI,271
27614,PMI,VLC,271
53587,PMI,NCL,271
27592,PMI,GSE,271
27593,PMI,HHN,271
27578,PMI,BTS,271
27579,PMI,BVA,271
60671,PMI,GRX,271
27600,PMI,MRS,271
27601,PMI,MST,271
53586,PMI,MAN,271
19897,PMI,LEJ,271
19900,PMI,PAD,271
19901,PMI,STR,271
7548,PMI,FRA,271
7559,PMI,NUE,271
27575,PMI,BRE,271
53393,PMI,LBA,271
53384,PMI,BHX,271
27572,PMI,BLL,271
53388,PMI,DSA,271
53386,PMI,BRS,271
27594,PMI,KUN,271
53579,PMI,BHX,271
27596,PMI,LBC,271
27597,PMI,LPL,271
53394,PMI,LGW,271
53395,PMI,LTN,271
53396,PMI,MAN,271
53397,PMI,NCL,271
53398,PMI,STN,271
53390,PMI,EMA,271
53391,PMI,EXT,271
7545,PMI,FDH,271
60674,PMI,VLC,271
60675,PMI,ZAZ,271
60669,PMI,BCN,271
60670,PMI,BIO,271
30793,PMI,SZG,271
53389,PMI,EDI,271
27586,PMI,EIN,271
10250,PMI,ALG,271
27588,PMI,FKB,271
27589,PMI,FMM,271
27603,PMI,NYO,271
27604,PMI,OPO,271
53585,PMI,LGW,271
53387,PMI,CWL,271
27576,PMI,BRS,271
27612,PMI,STN,271
27613,PMI,SVQ,271
27591,PMI,GRQ,271
44643,PMI,VIE,271
60672,PMI,MAD,271
60673,PMI,ORY,271
60898,PMI,NTE,271
53582,PMI,EMA,271
53583,PMI,EXT,271
53584,PMI,GLA,271
27573,PMI,BLQ,271
27574,PMI,BOH,271
27580,PMI,CGN,271
27581,PMI,CIA,271
27570,PMI,BGY,271
27571,PMI,BHX,271
27590,PMI,GRO,271
32872,PMI,ORY,271
32873,PMI,OVD,271
32855,PMI,AGP,271
32860,PMI,BOD,271
9885,PMI,ORY,271
32862,PMI,DME,271
32863,PMI,GRX,271
13611,PMI,BCN,271
13612,PMI,MAD,271
13613,PMI,VLC,271
32876,PMI,TLS,271
32877,PMI,VLC,271
32869,PMI,MAD,271
32874,PMI,SCQ,271
32861,PMI,BRU,271
55312,PMI,GVA,271
55313,PMI,HAM,271
31856,PMI,AMS,271
31857,PMI,EIN,271
50733,PMI,KSF,271
50734,PMI,RLG,271
39471,PMI,BFS,271
31858,PMI,GRQ,271
31859,PMI,RTM,271
51663,PMI,BRN,271
32865,PMI,ILD,271
32864,PMI,IBZ,271
29254,CKG,HIA,270
29259,CKG,NNG,270
41439,CKG,XIY,270
41440,CKG,XNN,270
30194,CKG,TSN,270
17406,CKG,KHH,270
29249,CKG,AVA,270
54247,CKG,LXA,270
54248,CKG,SHA,270
46036,CKG,KWL,270
31931,CKG,HKG,270
40833,CKG,SIN,270
25584,CKG,TXN,270
49006,CKG,TAO,270
44963,CKG,ICN,270
37079,CKG,NAY,270
66707,CKG,LXA,270
66708,CKG,NKG,270
66709,CKG,NTG,270
3411,CKG,LYA,270
3412,CKG,PVG,270
43653,CKG,NNG,270
3413,CKG,SHA,270
49002,CKG,KWE,270
49003,CKG,KWL,270
48999,CKG,CGO,270
49000,CKG,CNX,270
3414,CKG,SJW,270
35605,CKG,HKG,270
66720,CKG,YTY,270
41426,CKG,CZX,270
41428,CKG,KMG,270
41429,CKG,NAY,270
41430,CKG,NGB,270
49009,CKG,WUS,270
49001,CKG,KMG,270
49004,CKG,PEK,270
49005,CKG,SJW,270
3069,CKG,LJG,270
3070,CKG,XUZ,270
66721,CKG,ZUH,270
66706,CKG,LJG,270
41437,CKG,WNZ,270
41433,CKG,SHA,270
41434,CKG,TNA,270
41441,CKG,ZAT,270
31208,CKG,HKG,270
31209,CKG,KWL,270
16151,CKG,SHA,270
16152,CKG,SJW,270
16153,CKG,SZX,270
16138,CKG,HKG,270
16166,CKG,ZUH,270
16156,CKG,TPE,270
16141,CKG,JZH,270
16142,CKG,KMG,270
18293,CKG,BHY,270
18294,CKG,CAN,270
16147,CKG,MFM,270
16148,CKG,NKG,270
16149,CKG,PEK,270
16150,CKG,PVG,270
18296,CKG,CGQ,270
16159,CKG,WNZ,270
16160,CKG,WUH,270
16161,CKG,WUS,270
16146,CKG,LXA,270
16163,CKG,XIY,270
16164,CKG,XMN,270
16140,CKG,INC,270
18303,CKG,KMG,270
18304,CKG,KWE,270
18305,CKG,KWL,270
18298,CKG,FOC,270
18299,CKG,HAK,270
16162,CKG,WUX,270
18297,CKG,CSX,270
18295,CKG,CGO,270
16137,CKG,HGH,270
18313,CKG,TSN,270
629,CKG,INC,270
18310,CKG,SHE,270
18311,CKG,SYX,270
18312,CKG,SZX,270
16154,CKG,TAO,270
649,CKG,URC,270
40127,CKG,FOC,270
40138,CKG,YIH,270
52113,CKG,BKK,270
40134,CKG,WUH,270
40135,CKG,XIY,270
31210,CKG,LHW,270
31211,CKG,PEK,270
18316,CKG,XIY,270
16143,CKG,KWE,270
16144,CKG,KWL,270
18315,CKG,WUH,270
40136,CKG,XMN,270
40128,CKG,HGH,270
40130,CKG,KWL,270
40129,CKG,KHN,270
40126,CKG,CSX,270
16157,CKG,TSN,270
16158,CKG,URC,270
18306,CKG,LJG,270
18307,CKG,LXA,270
18308,CKG,NNG,270
16155,CKG,TNA,270
18309,CKG,PEK,270
18314,CKG,URC,270
647,CKG,TSN,270
648,CKG,TYN,270
623,CKG,CZX,270
624,CKG,DLC,270
640,CKG,PZI,270
641,CKG,SWA,270
30890,CKG,PVG,270
30891,CKG,SHA,270
40131,CKG,LJG,270
40132,CKG,LXA,270
40133,CKG,TSN,270
637,CKG,NNG,270
638,CKG,PEK,270
626,CKG,HAK,270
627,CKG,HGH,270
628,CKG,HKT,270
17839,CKG,HKG,270
66699,CKG,CAN,270
66700,CKG,CGO,270
66701,CKG,HGH,270
632,CKG,LHW,270
633,CKG,LJG,270
18300,CKG,HGH,270
18301,CKG,JHG,270
636,CKG,NKG,270
33895,CKG,HAK,270
619,CKG,CAN,270
620,CKG,CGO,270
66705,CKG,KMG,270
66710,CKG,PEK,270
66711,CKG,PVG,270
66712,CKG,SHA,270
66717,CKG,WUX,270
66713,CKG,SZX,270
639,CKG,PVG,270
33896,CKG,SYX,270
625,CKG,DYG,270
33894,CKG,CAN,270
50441,CKG,SIN,270
41431,CKG,NKG,270
635,CKG,NGB,270
47324,CKG,DOH,270
33897,CKG,XIY,270
15425,CKG,CSX,270
15426,CKG,DYG,270
15427,CKG,XNN,270
3068,CKG,KMG,270
66704,CKG,JZH,270
31216,CKG,XIY,270
643,CKG,SYX,270
66718,CKG,XIY,270
66702,CKG,HYN,270
66703,CKG,INC,270
621,CKG,CSX,270
622,CKG,CTU,270
634,CKG,LXA,270
16145,CKG,LJG,270
16135,CKG,CAN,270
18317,CKG,XMN,270
18318,CKG,XNN,270
18319,CKG,YCU,270
18320,CKG,YIH,270
630,CKG,KHN,270
631,CKG,KMG,270
29251,CKG,DOY,270
29252,CKG,DSN,270
29253,CKG,HDG,270
66719,CKG,XMN,270
41438,CKG,WUX,270
66714,CKG,TSN,270
66715,CKG,URC,270
66716,CKG,WNZ,270
654,CKG,YIH,270
644,CKG,SZX,270
645,CKG,TNA,270
31212,CKG,SYX,270
31217,CKG,XNN,270
31203,CKG,CAN,270
12614,CKG,HEL,270
29250,CKG,BFJ,270
646,CKG,TSA,270
650,CKG,WUH,270
655,CKG,ZHA,270
642,CKG,SYD,270
31204,CKG,CSX,270
651,CKG,WUX,270
652,CKG,XIY,270
653,CKG,XNN,270
41432,CKG,PVG,270
31213,CKG,SZX,270
31214,CKG,URC,270
31215,CKG,WNZ,270
42777,CKG,PVG,270
9430,CKG,CAN,270
9431,CKG,LXA,270
24595,CKG,DMK,270
46052,CKG,ZUH,270
46042,CKG,SYX,270
29260,CKG,XFN,270
25583,CKG,SHA,270
46034,CKG,KMG,270
46035,CKG,KRL,270
46047,CKG,TYN,270
49007,CKG,TNA,270
29246,CKG,ACX,270
29247,CKG,AEB,270
29248,CKG,AQG,270
29785,CKG,TSA,270
37466,CKG,HYN,270
37468,CKG,NTG,270
46037,CKG,LHW,270
46038,CKG,LJG,270
29256,CKG,JIQ,270
29257,CKG,KWE,270
29262,CKG,XNN,270
29258,CKG,LZH,270
46045,CKG,TNA,270
46046,CKG,TSN,270
46048,CKG,URC,270
46043,CKG,SZX,270
43654,CKG,SJW,270
43655,CKG,WNZ,270
43782,CKG,MFM,270
46050,CKG,XIY,270
46044,CKG,TAO,270
30195,CKG,XIY,270
30193,CKG,KWE,270
46051,CKG,XMN,270
14294,CKG,TPE,270
40137,CKG,XNN,270
16136,CKG,CGO,270
31205,CKG,ENY,270
31206,CKG,HAK,270
31207,CKG,HGH,270
16139,CKG,ICN,270
18302,CKG,KHN,270
2968,CKG,BKK,270
2969,CKG,HKT,270
41427,CKG,HFE,270
41435,CKG,TXN,270
41436,CKG,TYN,270
46039,CKG,LXA,270
46049,CKG,WUH,270
16165,CKG,YTY,270
46025,CKG,CAN,270
29255,CKG,INC,270
46040,CKG,NGB,270
46041,CKG,NKG,270
46026,CKG,CGO,270
46027,CKG,CSX,270
37467,CKG,KMG,270
23953,CKG,BHY,270
46028,CKG,FOC,270
46029,CKG,HAK,270
46030,CKG,HET,270
46031,CKG,HFE,270
49008,CKG,WUH,270
29261,CKG,XIC,270
46032,CKG,JZH,270
46033,CKG,KHN,270
41044,TPE,OKA,264
29849,TPE,NRT,264
29922,DEL,BAH,264
29354,DEL,AMD,264
29365,DEL,NAG,264
29615,DEL,SIN,264
54375,TPE,ICN,264
54376,TPE,NRT,264
13720,TPE,DEL,264
29850,TPE,OKA,264
29363,DEL,IXR,264
29364,DEL,LKO,264
29359,DEL,GOI,264
29360,DEL,IXB,264
29361,DEL,IXJ,264
29366,DEL,PAT,264
31563,TPE,LHW,264
31564,TPE,PEK,264
31991,DEL,TAS,264
31974,TPE,HKG,264
18011,TPE,FUK,264
18012,TPE,HKG,264
18013,TPE,ICN,264
40814,TPE,BKI,264
46242,TPE,KLO,264
46243,TPE,MNL,264
37377,DEL,KWI,264
2818,DEL,DYU,264
18014,TPE,KIX,264
18015,TPE,NGO,264
18016,TPE,NRT,264
31562,TPE,HAK,264
50617,TPE,SIN,264
4087,DEL,JDH,264
4088,DEL,KTM,264
4090,DEL,LHR,264
31565,TPE,XIY,264
15672,TPE,BNE,264
38102,DEL,FRA,264
38103,DEL,MUC,264
4094,DEL,PNQ,264
4079,DEL,HYD,264
4080,DEL,IDR,264
4097,DEL,SXR,264
4082,DEL,IXC,264
36107,TPE,ICN,264
4095,DEL,RPR,264
4096,DEL,SIN,264
49205,TPE,TNA,264
49206,TPE,YNT,264
49432,DEL,GOI,264
49433,DEL,HYD,264
49423,DEL,AMD,264
49424,DEL,ATQ,264
12625,DEL,HEL,264
65085,DEL,MCT,264
17528,TPE,NRT,264
17513,TPE,HAN,264
17546,TPE,URC,264
17547,TPE,VIE,264
17548,TPE,WUH,264
17518,TPE,ICN,264
57812,TPE,SFO,264
49204,TPE,TAO,264
17538,TPE,SGN,264
17539,TPE,SIN,264
17540,TPE,SYD,264
17541,TPE,SYX,264
17542,TPE,SZX,264
17510,TPE,FUK,264
49425,DEL,BLR,264
17527,TPE,NGO,264
48262,DEL,IXB,264
48263,DEL,IXC,264
35447,TPE,NRT,264
39584,DEL,ZRH,264
17543,TPE,TAK,264
17544,TPE,TAO,264
17519,TPE,ISG,264
17520,TPE,KHN,264
48269,DEL,LKO,264
48270,DEL,MAA,264
48271,DEL,PAT,264
48272,DEL,PNQ,264
10459,DEL,VIE,264
44345,DEL,KUL,264
34841,TPE,NRT,264
43832,TPE,MFM,264
17522,TPE,KMI,264
17523,TPE,KOJ,264
17524,TPE,KUL,264
17525,TPE,LAX,264
17530,TPE,PEK,264
17531,TPE,PEN,264
48264,DEL,IXJ,264
48265,DEL,IXL,264
17514,TPE,HIJ,264
17515,TPE,HKG,264
17516,TPE,HND,264
17517,TPE,HNL,264
17534,TPE,PVG,264
17535,TPE,RGN,264
48273,DEL,RPR,264
17537,TPE,SFO,264
17536,TPE,ROR,264
17521,TPE,KIX,264
17506,TPE,DLC,264
17507,TPE,DPS,264
17508,TPE,FRA,264
17509,TPE,FSZ,264
17532,TPE,PNH,264
17529,TPE,OKA,264
49427,DEL,CCU,264
49428,DEL,DED,264
49429,DEL,DHM,264
49430,DEL,DXB,264
49431,DEL,GAU,264
49434,DEL,IDR,264
49449,DEL,VNS,264
49435,DEL,IXB,264
17526,TPE,MNL,264
48274,DEL,SXR,264
48275,DEL,UDR,264
48276,DEL,VNS,264
49448,DEL,UDR,264
17545,TPE,TOY,264
49442,DEL,KTM,264
49426,DEL,BOM,264
10408,DEL,CDG,264
10409,DEL,CMB,264
10458,DEL,UDR,264
48266,DEL,IXR,264
48267,DEL,JAI,264
48268,DEL,JDH,264
23110,DEL,DXB,264
48254,DEL,BLR,264
34837,TPE,FUK,264
34838,TPE,HKG,264
34839,TPE,KIX,264
48255,DEL,BOM,264
24159,DEL,AUH,264
24160,DEL,HKG,264
10406,DEL,BOM,264
10407,DEL,CCU,264
17043,TPE,WNZ,264
18405,DEL,CAN,264
24703,DEL,KBL,264
24704,DEL,KDH,264
24694,TPE,HFE,264
49444,DEL,MAA,264
49445,DEL,PNQ,264
49446,DEL,STV,264
17499,TPE,BKK,264
17500,TPE,BNE,264
17501,TPE,CAN,264
17502,TPE,CGK,264
17533,TPE,PUS,264
34840,TPE,NGO,264
17503,TPE,CTS,264
17042,TPE,PVG,264
48260,DEL,HYD,264
48261,DEL,IDR,264
17504,TPE,CTU,264
17505,TPE,DEL,264
19206,TPE,KWE,264
19207,TPE,KWL,264
19208,TPE,NNG,264
19211,TPE,SZX,264
49436,DEL,IXC,264
49437,DEL,IXJ,264
49438,DEL,IXU,264
49439,DEL,JAI,264
49440,DEL,JLR,264
49441,DEL,KBL,264
48258,DEL,GAU,264
48259,DEL,GOP,264
19212,TPE,URC,264
19209,TPE,PVG,264
19213,TPE,WUH,264
19202,TPE,CSX,264
19203,TPE,DLC,264
19204,TPE,DYG,264
19205,TPE,HRB,264
10441,DEL,LUH,264
10462,DEL,ZRH,264
10450,DEL,PAT,264
10451,DEL,PNQ,264
47985,DEL,AMM,264
48251,DEL,AMD,264
48252,DEL,ATQ,264
48253,DEL,BHO,264
48257,DEL,DED,264
10456,DEL,SXR,264
10457,DEL,SYD,264
10442,DEL,MAA,264
10443,DEL,MCT,264
9462,DEL,CDG,264
48136,DEL,KBL,264
10460,DEL,VNS,264
10461,DEL,VTZ,264
49447,DEL,SXR,264
17037,TPE,CKG,264
17038,TPE,CTU,264
36579,DEL,AMS,264
10452,DEL,PVG,264
10453,DEL,RUH,264
10454,DEL,SIN,264
10455,DEL,STV,264
10446,DEL,MUC,264
10447,DEL,NAG,264
10838,TPE,BKI,264
43262,TPE,AKJ,264
42806,DEL,NRT,264
16012,TPE,PUS,264
49443,DEL,LKO,264
43269,TPE,OKJ,264
10436,DEL,KNU,264
10437,DEL,KTM,264
10438,DEL,KUU,264
10439,DEL,LHR,264
10440,DEL,LKO,264
10426,DEL,IXJ,264
10444,DEL,MEL,264
10445,DEL,MRU,264
10427,DEL,IXL,264
10428,DEL,IXR,264
10429,DEL,IXU,264
10430,DEL,JAI,264
10431,DEL,JDH,264
10432,DEL,JED,264
10433,DEL,JFK,264
10418,DEL,HKG,264
10419,DEL,HYD,264
10420,DEL,ICN,264
10421,DEL,IDR,264
10422,DEL,IST,264
10423,DEL,IXB,264
10424,DEL,IXC,264
10425,DEL,IXD,264
10410,DEL,COK,264
21919,TPE,NRT,264
21920,TPE,SFO,264
21918,TPE,LAX,264
43263,TPE,CTS,264
43264,TPE,FUK,264
43265,TPE,HKD,264
42372,TPE,TAO,264
42373,TPE,TYN,264
10405,DEL,BLR,264
10396,DEL,ADD,264
10411,DEL,DAC,264
10412,DEL,DED,264
10413,DEL,DHM,264
10414,DEL,DMM,264
19573,TPE,KUL,264
4062,DEL,AMD,264
43268,TPE,NRT,264
10448,DEL,NRT,264
10449,DEL,ORD,264
10434,DEL,JLR,264
10435,DEL,KBL,264
53912,TPE,SIN,264
10403,DEL,BHX,264
10404,DEL,BKK,264
62590,DEL,IKA,264
24695,TPE,INC,264
24696,TPE,KWE,264
24697,TPE,SJW,264
35752,DEL,ALA,264
35701,DEL,KTM,264
43266,TPE,KIX,264
43267,TPE,KMQ,264
17039,TPE,HET,264
17040,TPE,HGH,264
17041,TPE,PEK,264
31004,TPE,PVG,264
42374,TPE,WUH,264
42375,TPE,WUX,264
42376,TPE,XIY,264
42370,TPE,PVG,264
34514,DEL,NRT,264
15326,DEL,DAC,264
10400,DEL,BBI,264
61722,DEL,LHR,264
61582,TPE,HAN,264
61583,TPE,SGN,264
1978,TPE,MNL,264
44568,DEL,VIE,264
2214,DEL,GOI,264
2215,DEL,HYD,264
2216,DEL,IDR,264
2217,DEL,IXB,264
19199,TPE,CAN,264
19200,TPE,CGO,264
19201,TPE,CGQ,264
19210,TPE,SHE,264
10415,DEL,DXB,264
10416,DEL,FRA,264
10417,DEL,GAU,264
10402,DEL,BHO,264
10401,DEL,BDQ,264
2204,DEL,BDQ,264
2205,DEL,BKK,264
2206,DEL,BLR,264
2208,DEL,CCU,264
2209,DEL,CJB,264
52195,TPE,BKK,264
52196,TPE,ICN,264
52123,DEL,BKK,264
6909,TPE,NRT,264
42378,TPE,YNZ,264
4064,DEL,AUH,264
2221,DEL,LKO,264
2222,DEL,MAA,264
60459,TPE,SEA,264
60460,TPE,SFO,264
2213,DEL,GAU,264
2226,DEL,RPR,264
23340,TPE,DXB,264
2207,DEL,BOM,264
2211,DEL,DIB,264
2212,DEL,DXB,264
30692,TPE,HNL,264
2227,DEL,SXR,264
2228,DEL,VNS,264
2218,DEL,IXJ,264
2219,DEL,IXR,264
2220,DEL,KTM,264
42371,TPE,SJW,264
10397,DEL,AMD,264
10398,DEL,ATQ,264
10399,DEL,BAH,264
2223,DEL,NAG,264
2224,DEL,PAT,264
2225,DEL,PNQ,264
2210,DEL,COK,264
14330,TPE,NGB,264
40373,TPE,CSX,264
40374,TPE,FOC,264
40375,TPE,HGH,264
52324,DEL,IST,264
42367,TPE,KMG,264
42368,TPE,NGB,264
42369,TPE,NKG,264
44971,DEL,ICN,264
15686,TPE,HKG,264
66293,TPE,KLO,264
31560,TPE,CAN,264
31561,TPE,DLC,264
4076,DEL,GAU,264
40377,TPE,XMN,264
14329,TPE,FOC,264
14334,TPE,TAO,264
14335,TPE,XIY,264
14331,TPE,NKG,264
14332,TPE,SHE,264
14333,TPE,SZX,264
2202,DEL,AMD,264
2203,DEL,BBI,264
44970,DEL,HKG,264
4065,DEL,BHO,264
56077,DEL,EWR,264
5150,DEL,LHR,264
42364,TPE,HFE,264
42365,TPE,INC,264
42366,TPE,KHN,264
14336,TPE,YNZ,264
14327,TPE,CKG,264
15708,TPE,TNA,264
15709,TPE,TSN,264
15674,TPE,CDG,264
15675,TPE,CGK,264
15676,TPE,CGO,264
15677,TPE,CTS,264
45762,DEL,LHE,264
45761,DEL,KHI,264
15700,TPE,PNH,264
15701,TPE,PVG,264
15687,TPE,HRB,264
15688,TPE,ICN,264
15689,TPE,JFK,264
15703,TPE,SEA,264
15706,TPE,SIN,264
15707,TPE,SUB,264
15702,TPE,SDJ,264
17410,DEL,TPE,264
15710,TPE,TXN,264
15695,TPE,MFM,264
15711,TPE,YVR,264
15712,TPE,YYZ,264
15698,TPE,OKJ,264
15699,TPE,PEK,264
42377,TPE,XUZ,264
14328,TPE,DLC,264
40376,TPE,JJN,264
40561,DEL,KUL,264
15704,TPE,SFO,264
15705,TPE,SGN,264
15690,TPE,KIX,264
15691,TPE,KMQ,264
4066,DEL,BKK,264
4067,DEL,BLR,264
4068,DEL,BOM,264
4069,DEL,BRU,264
4070,DEL,CCU,264
17852,DEL,HKG,264
16262,DEL,PEK,264
50802,DEL,SVO,264
41503,DEL,PVG,264
14481,DEL,LHR,264
1196,DEL,HEA,264
1197,DEL,KBL,264
50307,DEL,BRU,264
4077,DEL,GOP,264
4078,DEL,HKG,264
4081,DEL,IXB,264
15682,TPE,HAN,264
15683,TPE,HET,264
15684,TPE,HGH,264
15685,TPE,HKD,264
15692,TPE,KUL,264
15693,TPE,KWL,264
15694,TPE,LAX,264
60458,TPE,LAX,264
15678,TPE,CTU,264
15679,TPE,DPS,264
15680,TPE,FUK,264
15681,TPE,GUM,264
47337,DEL,DOH,264
15673,TPE,CAN,264
15696,TPE,MNL,264
15697,TPE,NRT,264
15671,TPE,BKK,264
4098,DEL,UDR,264
4099,DEL,VNS,264
4072,DEL,DED,264
4073,DEL,DMM,264
4091,DEL,LKO,264
4092,DEL,MAA,264
4093,DEL,PAT,264
37198,DEL,NBO,264
36942,TPE,BKK,264
36943,TPE,MNL,264
13244,DEL,AUH,264
13245,DEL,FCO,264
415,TPE,KIX,264
416,TPE,SIN,264
15670,TPE,AKJ,264
4084,DEL,IXL,264
4085,DEL,IXR,264
4086,DEL,JAI,264
45181,TPE,ICN,264
10003,TPE,AMS,264
10004,TPE,MNL,264
13246,DEL,TPE,264
36941,TPE,AMS,264
50453,DEL,SIN,264
51794,DEL,ASB,264
4071,DEL,DAC,264
4063,DEL,ATQ,264
4089,DEL,KUL,264
4074,DEL,DOH,264
4075,DEL,DXB,264
4083,DEL,IXJ,264
29851,TPE,PVG,264
29852,TPE,REP,264
29853,TPE,ROR,264
54377,TPE,SIN,264
29847,TPE,KUH,264
29761,TPE,SIN,264
29760,TPE,DPS,264
29367,DEL,PNQ,264
29855,TPE,XUZ,264
67266,TPE,NNG,264
29355,DEL,BLR,264
29843,TPE,DYG,264
29844,TPE,HKD,264
29845,TPE,ISG,264
29846,TPE,KIX,264
17409,DEL,FCO,264
40951,DEL,CMB,264
41043,TPE,KIX,264
29837,TPE,AKJ,264
29838,TPE,BKK,264
29839,TPE,CJU,264
29840,TPE,CNX,264
29841,TPE,CSX,264
29854,TPE,WUX,264
40815,TPE,KUL,264
7867,DEL,BRU,264
51291,DEL,DMM,264
51292,DEL,JED,264
51293,DEL,RUH,264
29842,TPE,CTS,264
29759,TPE,CGK,264
40976,DEL,MRU,264
3544,TPE,SJW,264
58352,TPE,BKK,264
17511,TPE,GUM,264
17512,TPE,HAK,264
17549,TPE,WUX,264
17550,TPE,XIY,264
17551,TPE,YVR,264
48256,DEL,CCU,264
8957,TPE,YNZ,264
8950,TPE,CGO,264
8951,TPE,CSX,264
8952,TPE,LJG,264
8953,TPE,NGB,264
8954,TPE,NKG,264
35688,TPE,HKG,264
3543,TPE,PVG,264
67269,TPE,WUX,264
23747,DEL,ADD,264
29848,TPE,MFM,264
910,TPE,KMG,264
43270,TPE,SDJ,264
58063,DEL,CMB,264
8955,TPE,SHE,264
8956,TPE,XMN,264
29368,DEL,SXR,264
29356,DEL,BOM,264
29357,DEL,CCU,264
29358,DEL,GAU,264
29423,DEL,SHJ,264
29362,DEL,IXL,264
67267,TPE,SHE,264
67268,TPE,SZX,264
37395,KUL,KWI,257
29671,KUL,CGK,257
37394,KUL,CGK,257
19561,KUL,PUS,257
19560,KUL,PER,257
19559,KUL,PEK,257
19555,KUL,KTM,257
19554,KUL,KIX,257
19564,KUL,TPE,257
50487,KUL,SIN,257
32023,KUL,SIN,257
32024,KUL,TAS,257
36021,KUL,ICN,257
4166,KUL,BOM,257
40958,KUL,CMB,257
51463,KUL,MED,257
51464,KUL,RUH,257
51462,KUL,JED,257
4167,KUL,DEL,257
4168,KUL,HYD,257
4169,KUL,MAA,257
4165,KUL,BLR,257
10763,KUL,MYY,257
10764,KUL,NNG,257
10781,KUL,TRZ,257
10782,KUL,TWU,257
24660,KUL,DMK,257
41292,KUL,BKK,257
40981,KUL,MRU,257
40982,KUL,SIN,257
65102,KUL,MCT,257
17456,KUL,TPE,257
53859,KUL,SIN,257
65647,KUL,JED,257
9615,KUL,CGK,257
47202,KUL,SUB,257
15644,KUL,TPE,257
33455,KUL,IKA,257
9613,KUL,AMS,257
9614,KUL,CDG,257
45688,KUL,USM,257
10771,KUL,RGN,257
10772,KUL,SBW,257
10733,KUL,BKI,257
10734,KUL,BLR,257
10775,KUL,SIN,257
10776,KUL,SOC,257
10777,KUL,SRG,257
10762,KUL,MFM,257
10759,KUL,LGK,257
10760,KUL,LOP,257
10761,KUL,MAA,257
10767,KUL,PKU,257
10783,KUL,UPG,257
10784,KUL,URT,257
10785,KUL,VTE,257
10770,KUL,REP,257
10755,KUL,KLO,257
10756,KUL,KMG,257
10757,KUL,KWL,257
10758,KUL,LBU,257
10735,KUL,BPN,257
10736,KUL,BTJ,257
10737,KUL,BTU,257
10778,KUL,SUB,257
40669,KUL,PEN,257
40682,KUL,TPE,257
40670,KUL,PER,257
40851,KUL,SIN,257
40678,KUL,SIN,257
10768,KUL,PLM,257
10769,KUL,PNH,257
10754,KUL,KCH,257
40292,KUL,XMN,257
52693,KUL,IST,257
45848,KUL,KHI,257
45849,KUL,LHE,257
33592,KUL,MAA,257
33677,KUL,CGK,257
33678,KUL,DXB,257
45687,KUL,HKT,257
45850,KUL,PEW,257
40639,KUL,DWC,257
40640,KUL,FOC,257
52158,KUL,BKK,257
52159,KUL,HKT,257
40641,KUL,FRA,257
40626,KUL,BOM,257
45686,KUL,BKK,257
39986,KUL,BKK,257
1050,KUL,DAC,257
40291,KUL,FOC,257
47722,KUL,BDO,257
47503,KUL,DOH,257
47504,KUL,HKT,257
52692,KUL,BKK,257
40676,KUL,SDK,257
40677,KUL,SGN,257
40679,KUL,SYD,257
40680,KUL,TAS,257
40681,KUL,TGG,257
40666,KUL,MYY,257
40667,KUL,NRT,257
40668,KUL,PEK,257
10742,KUL,CNX,257
10765,KUL,PDG,257
10766,KUL,PEN,257
40683,KUL,TWU,257
40684,KUL,USM,257
40685,KUL,XMN,257
40674,KUL,RGN,257
40675,KUL,SBW,257
10748,KUL,HKG,257
10749,KUL,HKT,257
10750,KUL,JHB,257
10751,KUL,JOG,257
10738,KUL,BWN,257
10739,KUL,CAN,257
10740,KUL,CCU,257
10741,KUL,CGK,257
10744,KUL,DMK,257
10745,KUL,DPS,257
10731,KUL,AOR,257
10773,KUL,SDK,257
10774,KUL,SGN,257
58084,KUL,CMB,257
10746,KUL,HAN,257
10747,KUL,HDY,257
