Country,Year,GDP in Millions
Poland,2001,607591.102
Poland,2002,619960.825
Poland,2003,641649.48
Poland,2004,673621.876
Poland,2005,697244.682
Poland,2006,739993.704
Poland,2007,792248.616
Poland,2008,825522.91
Poland,2009,848903.238
Poland,2010,873815.476
Poland,2011,917874.894
Poland,2012,932058.095
Poland,2013,940041.705
Poland,2014,976110.715
Poland,2015,1018896.563
Poland,2016,1048989.763
Poland,2017,1102908.021
Poland,2018,1168478.202
Poland,2019,1220475.907
Poland,2020,1195820.875
Poland,2021,1278751.385
Poland,2022,1344405.98
Portugal,1970,102435.446
Portugal,1971,109228.609
Portugal,1972,117984.042
Portugal,1973,131199.046
Portugal,1974,132698.468
Portugal,1975,126929.229
Portugal,1976,135687.638
Portugal,1977,143289.67
Portugal,1978,147324.659
Portugal,1979,155632.204
Portugal,1980,162774.695
Portugal,1981,165408.558
Portugal,1982,168940.652
Portugal,1983,168648.194
Portugal,1984,165477.642
Portugal,1985,170123.327
Portugal,1986,177168.058
Portugal,1987,188473.85
Portugal,1988,202588.86
Portugal,1989,215636.877
Portugal,1990,224155.662
Portugal,1991,233947.245
Portugal,1992,236496.045
Portugal,1993,231663.775
Portugal,1994,233898.956
Portugal,1995,243916.335
Portugal,1996,252463.766
Portugal,1997,263574.362
Portugal,1998,276246.921
Portugal,1999,287038.72
Portugal,2000,297992.628
Portugal,2001,303784.629
Portugal,2002,306126.578
Portugal,2003,303278.005
Portugal,2004,308702.847
Portugal,2005,311116.435
Portugal,2006,316172.182
Portugal,2007,324097.291
Portugal,2008,325131.965
Portugal,2009,314981.086
Portugal,2010,320454.277
Portugal,2011,315018.845
Portugal,2012,302237.605
Portugal,2013,299449.027
Portugal,2014,301821.232
Portugal,2015,307230.008
Portugal,2016,313434.474
Portugal,2017,324424.568
Portugal,2018,333668.48
Portugal,2019,342620.006
Portugal,2020,314180.778
Portugal,2021,331469.383
Portugal,2022,353630.601
Slovak Republic,1992,64733.618
Slovak Republic,1993,65964.416
Slovak Republic,1994,70057.858
Slovak Republic,1995,74151.685
Slovak Republic,1996,79060.451
Slovak Republic,1997,83745.445
Slovak Republic,1998,87158.991
Slovak Republic,1999,87066.677
Slovak Republic,2000,88082.332
Slovak Republic,2001,90948.341
Slovak Republic,2002,95049.606
Slovak Republic,2003,100276.463
Slovak Republic,2004,105569.938
Slovak Republic,2005,112562.321
Slovak Republic,2006,122122.438
Slovak Republic,2007,135350.776
Slovak Republic,2008,142896.428
Slovak Republic,2009,135100.666
Slovak Republic,2010,144174.882
Slovak Republic,2011,148026.446
Slovak Republic,2012,149978.622
Slovak Republic,2013,150927.597
Slovak Republic,2014,154998.401
Slovak Republic,2015,163007.449
Slovak Republic,2016,166176.234
Slovak Republic,2017,171058.606
Slovak Republic,2018,177952.934
Slovak Republic,2019,182419.06
Slovak Republic,2020,176333.114
Slovak Republic,2021,184908.659
Slovak Republic,2022,187994.235
Spain,1970,524317.786
Spain,1971,548695.803
Spain,1972,593413.116
Spain,1973,639630.891
Spain,1974,675570.38
Spain,1975,679233.345
Spain,1976,701673.799
Spain,1977,721591.331
Spain,1978,732148.236
Spain,1979,732452.418
Spain,1980,748630.301
Spain,1981,747638.601
Spain,1982,756957.63
Spain,1983,770356.656
Spain,1984,784105.115
Spain,1985,802307.613
Spain,1986,828409.26
Spain,1987,874362.138
Spain,1988,918904.98
Spain,1989,963260.802
Spain,1990,999685.483
Spain,1991,1025137.481
Spain,1992,1034663.217
Spain,1993,1023990.751
Spain,1994,1048394.45
Spain,1995,1077303.865
Spain,1996,1105966.198
Spain,1997,1146914.537
Spain,1998,1197299.647
Spain,1999,1251065.027
Spain,2000,1316695.196
Spain,2001,1368480.854
Spain,2002,1405853.359
Spain,2003,1447775.011
Spain,2004,1492985.167
Spain,2005,1547510.242
Spain,2006,1610999.724
Spain,2007,1669072.051
Spain,2008,1683877.839
Spain,2009,1620511.713
Spain,2010,1623151.843
Spain,2011,1609933.142
Spain,2012,1562296.474
Spain,2013,1540372.113
Spain,2014,1561872.248
Spain,2015,1621825.009
Spain,2016,1671092.389
Spain,2017,1720820.1
Spain,2018,1760131.709
Spain,2019,1795052.128
Spain,2020,1591754.606
Spain,2021,1679613.014
Spain,2022,1771181.142
Sweden,1970,186856.149
Sweden,1971,188621.279
Sweden,1972,192938.327
Sweden,1973,200594.084
Sweden,1974,207009.475
Sweden,1975,212294.143
Sweden,1976,214540.437
Sweden,1977,211115.817
Sweden,1978,214813.612
Sweden,1979,223062.462
Sweden,1980,226854.461
Sweden,1981,227886.264
Sweden,1982,230731.799
Sweden,1983,235117.177
Sweden,1984,245061.541
Sweden,1985,250355.786
Sweden,1986,257093.669
Sweden,1987,265716.187
Sweden,1988,272515.967
Sweden,1989,279750.74
Sweden,1990,281861.948
Sweden,1991,278631.881
Sweden,1992,275403.672
Sweden,1993,269714.889
Sweden,1994,280314.611
Sweden,1995,291345.532
Sweden,1996,295947.207
Sweden,1997,305034.345
Sweden,1998,318186.927
Sweden,1999,331700.911
Sweden,2000,347510.934
Sweden,2001,352548.1
Sweden,2002,360293.304
Sweden,2003,368615.397
Sweden,2004,384601.716
Sweden,2005,395596.722
Sweden,2006,414042.502
Sweden,2007,428282.342
Sweden,2008,426352.676
Sweden,2009,407849.863
Sweden,2010,432125.523
Sweden,2011,445933.373
Sweden,2012,443309.927
Sweden,2013,448575.455
Sweden,2014,460497.685
Sweden,2015,481170.723
Sweden,2016,491133.811
Sweden,2017,503745.757
Sweden,2018,513568.914
Sweden,2019,523769.399
Sweden,2020,512402.486
Sweden,2021,539999.665
Sweden,2022,554267.627
Switzerland,1970,259872.261
Switzerland,1971,270463.206
Switzerland,1972,279119.404
Switzerland,1973,287632.288
Switzerland,1974,291817.073
Switzerland,1975,270563.526
Switzerland,1976,266765.691
Switzerland,1977,273257.84
Switzerland,1978,274375.693
Switzerland,1979,281211.797
Switzerland,1980,294153.1
Switzerland,1981,298863.479
Switzerland,1982,294950.109
Switzerland,1983,296835.074
Switzerland,1984,305765.228
Switzerland,1985,316997.807
Switzerland,1986,322889.632
Switzerland,1987,328008.977
Switzerland,1988,338759.787
Switzerland,1989,353430.775
Switzerland,1990,366418.033
Switzerland,1991,363062.316
Switzerland,1992,362903.538
Switzerland,1993,362446.339
Switzerland,1994,367048.53
Switzerland,1995,368813.543
Switzerland,1996,370551.687
Switzerland,1997,378931.067
Switzerland,1998,390412.561
Switzerland,1999,396903.955
Switzerland,2000,412616.271
Switzerland,2001,419117.709
Switzerland,2002,418810.842
Switzerland,2003,418675.154
Switzerland,2004,429986.539
Switzerland,2005,441809.875
Switzerland,2006,459807.568
Switzerland,2007,477815.36
Switzerland,2008,491232.337
Switzerland,2009,479946.89
Switzerland,2010,495513.475
Switzerland,2011,504497.67
Switzerland,2012,510446.978
Switzerland,2013,519594.924
Switzerland,2014,531804.787
Switzerland,2015,540550.996
Switzerland,2016,551733.319
Switzerland,2017,559252.338
Switzerland,2018,575249.448
Switzerland,2019,581818.695
Switzerland,2020,567997.224
Switzerland,2021,591976.456
Switzerland,2022,604166.628
Türkiye,1970,272202.063
Türkiye,1971,287357.99
Türkiye,1972,308697.212
Türkiye,1973,318766.23
Türkiye,1974,336598.629
Türkiye,1975,360743.311
Türkiye,1976,398488.019
Türkiye,1977,412055.798
Türkiye,1978,418255.217
Türkiye,1979,415643.238
Türkiye,1980,405477.481
Türkiye,1981,425164.063
Türkiye,1982,440311.928
Türkiye,1983,462191.282
Türkiye,1984,493212.563
Türkiye,1985,514132.579
Türkiye,1986,550200.461
Türkiye,1987,602383.003
Türkiye,1988,615155.645
Türkiye,1989,616703.629
Türkiye,1990,673781.447
Türkiye,1991,680024.141
Türkiye,1992,720718.708
Türkiye,1993,778679.052
Türkiye,1994,736196.949
Türkiye,1995,789138.48
Türkiye,1996,844420.151
Türkiye,1997,907994.864
Türkiye,1998,936068.824
Türkiye,1999,905523.322
Türkiye,2000,968305.424
Türkiye,2001,912627.8
Türkiye,2002,971471.504
Türkiye,2003,1027459.407
Türkiye,2004,1128108.678
Türkiye,2005,1229551.65
Türkiye,2006,1314980.752
Türkiye,2007,1381301.911
Türkiye,2008,1392559.86
Türkiye,2009,1325394.556
Türkiye,2010,1437086.938
Türkiye,2011,1598042.263
Türkiye,2012,1674564.4
Türkiye,2013,1816664.871
Türkiye,2014,1906402.942
Türkiye,2015,2022397.778
Türkiye,2016,2089603.76
Türkiye,2017,2246365.782
Türkiye,2018,2313304.903
Türkiye,2019,2331432.198
Türkiye,2020,2376662.733
Türkiye,2021,2646497.052
Türkiye,2022,2793797.373
United Kingdom,1970,1037591.735
United Kingdom,1971,1073956.393
United Kingdom,1972,1120369.219
United Kingdom,1973,1193460.409
United Kingdom,1974,1163810.031
United Kingdom,1975,1146659.55
United Kingdom,1976,1180030.395
United Kingdom,1977,1209032.598
United Kingdom,1978,1259863.478
United Kingdom,1979,1307095.969
United Kingdom,1980,1280544.042
United Kingdom,1981,1270456.635
United Kingdom,1982,1295800.863
United Kingdom,1983,1350507.714
United Kingdom,1984,1381152.155
United Kingdom,1985,1438434.266
United Kingdom,1986,1483749.845
United Kingdom,1987,1563764.591
United Kingdom,1988,1653406.046
United Kingdom,1989,1696024.286
United Kingdom,1990,1708468.957
United Kingdom,1991,1689622.466
United Kingdom,1992,1696399.239
United Kingdom,1993,1738636.712
United Kingdom,1994,1805504.84
United Kingdom,1995,1851214.265
United Kingdom,1996,1886530.171
United Kingdom,1997,1971878.063
United Kingdom,1998,2034135.919
United Kingdom,1999,2095446.209
United Kingdom,2000,2181205.561
United Kingdom,2001,2228263.505
United Kingdom,2002,2267720.821
United Kingdom,2003,2338542.952
United Kingdom,2004,2393381.117
United Kingdom,2005,2457244.607
United Kingdom,2006,2510331.049
United Kingdom,2007,2574682.394
United Kingdom,2008,2570708.517
United Kingdom,2009,2454757.08
United Kingdom,2010,2514409.467
United Kingdom,2011,2541253.577
United Kingdom,2012,2578062.535
United Kingdom,2013,2624979.751
United Kingdom,2014,2708971.297
United Kingdom,2015,2773799.776
United Kingdom,2016,2833858.262
United Kingdom,2017,2903105.584
United Kingdom,2018,2952604.145
United Kingdom,2019,2999973.029
United Kingdom,2020,2669050.25
United Kingdom,2021,2871830.568
United Kingdom,2022,2989622.185
United States,1970,5186834.138
United States,1971,5357654.825
United States,1972,5639408.929
United States,1973,5957794.31
United States,1974,5925589.355
United States,1975,5913414.872
United States,1976,6232037.902
United States,1977,6520216.874
United States,1978,6881130.762
United States,1979,7098997.361
United States,1980,7080770.708
United States,1981,7260460.793
United States,1982,7129562.86
United States,1983,7456375.844
United States,1984,7995966.411
United States,1985,8329370.722
United States,1986,8617787.341
United States,1987,8915898.321
United States,1988,9288320.858
United States,1989,9629448.203
United States,1990,9811056.221
United States,1991,9800434.302
United States,1992,10145648.772
United States,1993,10424834.812
United States,1994,10844829.854
United States,1995,11135928.65
United States,1996,11556038.852
United States,1997,12069956.117
United States,1998,12610858.459
United States,1999,13215486.034
United States,2000,13754301.89
United States,2001,13885565.194
United States,2002,14121056.473
United States,2003,14515910.042
United States,2004,15075143.726
United States,2005,15600244.052
United States,2006,16034369.2
United States,2007,16356741.204
United States,2008,16376727.707
United States,2009,15950950.597
United States,2010,16383039.51
United States,2011,16636959.494
United States,2012,17016396.31
United States,2013,17329817.258
United States,2014,17726284.111
United States,2015,18206023.0
United States,2016,18509604.069
United States,2017,18924573.957
United States,2018,19481975.555
United States,2019,19928973.472
United States,2020,19377383.256
United States,2021,20529462.623
United States,2022,20952693.656
Brazil,1996,1824070.3
Brazil,1997,1885994.7
Brazil,1998,1892371.2
Brazil,1999,1901226.4
Brazil,2000,1984651.2
Brazil,2001,2012235.8
Brazil,2002,2073678.7
Brazil,2003,2097335.8
Brazil,2004,2218141.6
Brazil,2005,2289169.5
Brazil,2006,2379866.1
Brazil,2007,2524320.9
Brazil,2008,2652914.7
Brazil,2009,2649577.1
Brazil,2010,2849043.2
Brazil,2011,2962276.2
Brazil,2012,3019186.8
Brazil,2013,3109908.0
Brazil,2014,3125580.5
Brazil,2015,3014754.8
Brazil,2016,2915994.0
Brazil,2017,2954568.8
Brazil,2018,3007268.4
Brazil,2019,3043980.5
Brazil,2020,2944236.6
Brazil,2021,3091120.1
Brazil,2022,3180779.0
Chile,1986,87720.785
Chile,1987,93505.333
Chile,1988,100341.774
Chile,1989,110938.1
Chile,1990,115040.124
Chile,1991,124208.707
Chile,1992,139459.082
Chile,1993,149202.061
Chile,1994,157718.693
Chile,1995,174480.369
Chile,1996,187415.482
Chile,1997,201268.745
Chile,1998,209683.563
Chile,1999,209109.803
Chile,2000,219505.951
Chile,2001,226429.246
Chile,2002,233681.32
Chile,2003,244718.661
Chile,2004,261051.807
Chile,2005,276289.52
Chile,2006,293005.011
Chile,2007,308148.187
Chile,2008,319825.132
Chile,2009,316249.368
Chile,2010,334755.177
Chile,2011,355589.994
Chile,2012,377477.767
Chile,2013,389966.65
Chile,2014,396957.385
Chile,2015,405499.68
Chile,2016,412608.246
Chile,2017,418210.209
Chile,2018,434896.92
Chile,2019,438128.77
Chile,2020,411204.675
Chile,2021,459469.54
Chile,2022,470682.451
China (People's Republic of),1970,371979.492
China (People's Republic of),1971,398300.331
China (People's Republic of),1972,413540.479
China (People's Republic of),1973,445684.559
China (People's Republic of),1974,456093.536
China (People's Republic of),1975,495794.393
China (People's Republic of),1976,488059.353
China (People's Republic of),1977,525034.603
China (People's Republic of),1978,586271.632
China (People's Republic of),1979,630785.576
China (People's Republic of),1980,680192.695
China (People's Republic of),1981,714961.624
China (People's Republic of),1982,779443.547
China (People's Republic of),1983,863379.328
China (People's Republic of),1984,994549.494
China (People's Republic of),1985,1128124.91
China (People's Republic of),1986,1229080.881
China (People's Republic of),1987,1372367.727
China (People's Republic of),1988,1526373.571
China (People's Republic of),1989,1590586.808
China (People's Republic of),1990,1652934.748
China (People's Republic of),1991,1806036.363
China (People's Republic of),1992,2062940.98
China (People's Republic of),1993,2349354.493
China (People's Republic of),1994,2655630.061
China (People's Republic of),1995,2946525.97
China (People's Republic of),1996,3238902.233
China (People's Republic of),1997,3538065.387
China (People's Republic of),1998,3815666.534
China (People's Republic of),1999,4108009.212
China (People's Republic of),2000,4456778.415
China (People's Republic of),2001,4828285.124
China (People's Republic of),2002,5269283.189
China (People's Republic of),2003,5798216.314
China (People's Republic of),2004,6384627.456
China (People's Republic of),2005,7112129.456
China (People's Republic of),2006,8016863.091
China (People's Republic of),2007,9157729.892
China (People's Republic of),2008,10041511.229
China (People's Republic of),2009,10985286.925
China (People's Republic of),2010,12153665.565
China (People's Republic of),2011,13314440.923
China (People's Republic of),2012,14361451.249
China (People's Republic of),2013,15476782.599
China (People's Republic of),2014,16626053.571
China (People's Republic of),2015,17796747.039
China (People's Republic of),2016,19015604.956
China (People's Republic of),2017,20336656.347
China (People's Republic of),2018,21709334.096
China (People's Republic of),2019,23035800.532
China (People's Republic of),2020,23516062.84
China (People's Republic of),2021,25420863.93
China (People's Republic of),2022,26183489.848
Estonia,1993,16721.833
Estonia,1994,16447.19
Estonia,1995,17191.702
Estonia,1996,18041.49
Estonia,1997,20395.907
Estonia,1998,21281.056
Estonia,1999,21190.605
Estonia,2000,23328.237
Estonia,2001,24728.788
Estonia,2002,26403.265
Estonia,2003,28409.983
Estonia,2004,30342.999
Estonia,2005,33233.604
Estonia,2006,36479.059
Estonia,2007,39243.858
Estonia,2008,37229.863
Estonia,2009,31783.485
Estonia,2010,32560.358
Estonia,2011,34925.244
Estonia,2012,36052.702
Estonia,2013,36578.505
Estonia,2014,37680.017
Estonia,2015,38378.235
Estonia,2016,39589.286
Estonia,2017,41882.314
Estonia,2018,43467.226
Estonia,2019,45092.772
Estonia,2020,44844.31
Estonia,2021,48437.894
Estonia,2022,47814.299
India,1997,2064661.0
India,1998,2188105.9
India,1999,2339434.1
India,2000,2472611.5
India,2001,2568670.2
India,2002,2685755.5
India,2003,2869778.2
India,2004,3096404.7
India,2005,3381611.2
India,2006,3699234.0
India,2007,4072032.1
India,2008,4323964.4
India,2009,4541792.7
India,2010,5041269.2
India,2011,5438106.6
India,2012,5705968.7
India,2013,6055511.5
India,2014,6477151.4
India,2015,6961645.6
India,2016,7588339.6
India,2017,8051165.3
India,2018,8637025.4
India,2019,9033694.0
India,2020,8490639.8
India,2021,9249179.7
India,2022,9869523.1
Indonesia,1990,801875.28403
Indonesia,1991,873464.48261
Indonesia,1992,930450.38147
Indonesia,1993,1004471.78
Indonesia,1994,1080208.639
Indonesia,1995,1169003.367
Indonesia,1996,1260395.962
Indonesia,1997,1319633.364
Indonesia,1998,1146408.41
Indonesia,1999,1155478.253
Indonesia,2000,1212328.262
Indonesia,2001,1256499.035
Indonesia,2002,1313034.9
Indonesia,2003,1375802.815
Indonesia,2004,1445017.72
Indonesia,2005,1527276.384
Indonesia,2006,1611291.122
Indonesia,2007,1713527.902
Indonesia,2008,1816574.372
Indonesia,2009,1901985.494
Indonesia,2010,2023287.01
Indonesia,2011,2148119.452
Indonesia,2012,2277652.143
Indonesia,2013,2404227.279
Indonesia,2014,2524598.967
Indonesia,2015,2647706.549
Indonesia,2016,2780967.451
Indonesia,2017,2921956.547
Indonesia,2018,3073147.098
Indonesia,2019,3227397.191
Indonesia,2020,3160734.921
Indonesia,2021,3277778.684
Indonesia,2022,3451782.68
Israel,1970,42517.666
Israel,1971,47173.805
Israel,1972,52903.797
Israel,1973,55859.778
Israel,1974,59477.347
Israel,1975,61406.09
Israel,1976,61604.127
Israel,1977,62241.914
Israel,1978,65699.507
Israel,1979,69778.011
Israel,1980,70943.612
Israel,1981,74731.949
Israel,1982,76288.242
Israel,1983,78850.841
Israel,1984,79586.688
Israel,1985,82799.555
Israel,1986,86268.976
Israel,1987,92428.332
Israel,1988,95118.012
Israel,1989,95664.699
Israel,1990,102662.763
Israel,1991,110594.606
Israel,1992,119175.936
Israel,1993,124082.119
Israel,1994,133298.747
Israel,1995,142100.363
Israel,1996,150526.317
Israel,1997,156231.43
Israel,1998,162661.807
Israel,1999,168082.105
Israel,2000,182658.353
Israel,2001,183269.82
Israel,2002,183057.923
Israel,2003,185609.806
Israel,2004,194491.346
Israel,2005,202531.171
Israel,2006,213837.555
Israel,2007,226739.144
Israel,2008,234111.726
Israel,2009,236179.261
Israel,2010,249566.728
Israel,2011,263444.884
Israel,2012,270262.469
Israel,2013,282195.908
Israel,2014,293256.069
Israel,2015,300546.18
Israel,2016,314135.872
Israel,2017,327569.673
Israel,2018,340903.069
Israel,2019,355071.307
Israel,2020,348477.1
Israel,2021,378488.192
Israel,2022,402955.94
Russia,1995,1865031.114
Russia,1996,1797745.149
Russia,1997,1822574.621
Russia,1998,1725160.475
Russia,1999,1834727.153
Russia,2000,2019037.55
Russia,2001,2121829.15
Russia,2002,2222484.114
Russia,2003,2384633.319
Russia,2004,2555753.397
Russia,2005,2718713.013
Russia,2006,2940381.426
Russia,2007,3191345.338
Russia,2008,3358825.662
Russia,2009,3096135.77
Russia,2010,3235577.231
Russia,2011,3373547.954
Russia,2012,3509302.427
Russia,2013,3570905.501
Russia,2014,3597196.91
Russia,2015,3526234.314
Russia,2016,3533063.61
Russia,2017,3597570.613
Russia,2018,3698563.251
Russia,2019,3773754.402
Russia,2020,3662380.6019
Slovenia,1990,41182.526
Slovenia,1991,37517.237
Slovenia,1992,35467.408
Slovenia,1993,36475.895
Slovenia,1994,38419.143
Slovenia,1995,39997.079
Slovenia,1996,41278.186
Slovenia,1997,43362.65
Slovenia,1998,44784.671
Slovenia,1999,47172.888
Slovenia,2000,48905.251
Slovenia,2001,50478.318
Slovenia,2002,52247.886
Slovenia,2003,53794.559
Slovenia,2004,56139.568
Slovenia,2005,58271.732
Slovenia,2006,61620.257
Slovenia,2007,65921.451
Slovenia,2008,68235.189
Slovenia,2009,63084.498
Slovenia,2010,63932.195
Slovenia,2011,64482.861
Slovenia,2012,62780.876
Slovenia,2013,62134.682
Slovenia,2014,63854.669
Slovenia,2015,65265.909
Slovenia,2016,67349.101
Slovenia,2017,70592.216
Slovenia,2018,73736.651
Slovenia,2019,76281.363
Slovenia,2020,72984.962
Slovenia,2021,78977.803
Slovenia,2022,83222.507
South Africa,1970,250450.446
South Africa,1971,261167.097
South Africa,1972,265488.917
South Africa,1973,277626.987
South Africa,1974,294593.025
South Africa,1975,299587.671
South Africa,1976,306328.005
South Africa,1977,306040.091
South Africa,1978,315265.643
South Africa,1979,327215.802
South Africa,1980,348879.457
South Africa,1981,367582.094
South Africa,1982,366172.794
South Africa,1983,359411.252
South Africa,1984,377738.065
South Africa,1985,373161.657
South Africa,1986,373228.334
South Africa,1987,381068.847
South Africa,1988,397074.119
South Africa,1989,406583.189
South Africa,1990,405291.25
South Africa,1991,401164.32
South Africa,1992,392591.307
South Africa,1993,397434.124
South Africa,1994,410152.016
South Africa,1995,422866.728
South Africa,1996,441049.997
South Africa,1997,452517.297
South Africa,1998,454779.884
South Africa,1999,465694.601
South Africa,2000,485253.774
South Africa,2001,498355.626
South Africa,2002,516796.65
South Africa,2003,532037.373
South Africa,2004,556269.334
South Africa,2005,585623.956
South Africa,2006,618441.189
South Africa,2007,651592.569
South Africa,2008,672385.173
South Africa,2009,662043.29
South Africa,2010,682167.677
South Africa,2011,703782.53
South Africa,2012,720646.762
South Africa,2013,738558.154
South Africa,2014,749000.074
South Africa,2015,758900.96
South Africa,2016,763944.277
South Africa,2017,772790.158
South Africa,2018,784554.669
South Africa,2019,786935.425
South Africa,2020,737024.273
South Africa,2021,773234.988
South Africa,2022,789026.761
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1997,11083446.369
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1998,11222492.403
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",1999,11804569.719
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2000,12630660.701
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2001,13285874.935
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2002,14081033.053
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2003,15057803.821
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2004,16256214.207
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2005,17614523.509
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2006,19266076.928
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2007,21310548.701
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2008,22866175.536
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2009,23836821.279
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2010,25985009.883
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2011,27940273.659
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2012,29594208.081
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2013,31355893.033
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2014,33099581.422
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2015,34705989.262
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2016,36597913.894
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2017,38634707.765
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2018,40909892.914
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2019,42901562.05
"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",2020,42511079.036
OECD - Total,1995,34874487.28
OECD - Total,1996,35982955.32
OECD - Total,1997,37304460.362
OECD - Total,1998,38394509.033
OECD - Total,1999,39625716.856
OECD - Total,2000,41248555.089
OECD - Total,2001,41811148.648
OECD - Total,2002,42473548.307
OECD - Total,2003,43364007.388
OECD - Total,2004,44815789.385
OECD - Total,2005,46108543.485
OECD - Total,2006,47578161.272
OECD - Total,2007,48876491.166
OECD - Total,2008,49088002.155
OECD - Total,2009,47401218.631
OECD - Total,2010,48878958.115
OECD - Total,2011,49909623.494
OECD - Total,2012,50588352.441
OECD - Total,2013,51393599.176
OECD - Total,2014,52494021.48
OECD - Total,2015,53835508.403
OECD - Total,2016,54845943.932
OECD - Total,2017,56297702.241
OECD - Total,2018,57633913.876
OECD - Total,2019,58583158.153
OECD - Total,2020,56126707.031
OECD - Total,2021,59302289.209
OECD - Total,2022,61036685.943
G7,1970,12068528.893
G7,1971,12498264.203
G7,1972,13162622.538
G7,1973,13976232.365
G7,1974,14038772.53
G7,1975,14028508.695
G7,1976,14729029.611
G7,1977,15306716.073
G7,1978,16019321.364
G7,1979,16657601.82
G7,1980,16802240.926
G7,1981,17147844.632
G7,1982,17144155.163
G7,1983,17717357.11
G7,1984,18594238.868
G7,1985,19301440.008
G7,1986,19894825.509
G7,1987,20589047.81
G7,1988,21560661.854
G7,1989,22381268.939
G7,1990,22991455.002
G7,1991,23275129.988
G7,1992,23774199.859
G7,1993,24042629.076
G7,1994,24771670.155
G7,1995,25390875.392
G7,1996,26078659.902
G7,1997,26903774.827
G7,1998,27662021.804
G7,1999,28534774.409
G7,2000,29604592.957
G7,2001,29966594.896
G7,2002,30305759.848
G7,2003,30865079.448
G7,2004,31761170.135
G7,2005,32563992.906
G7,2006,33386356.862
G7,2007,34077731.616
G7,2008,34063547.548
G7,2009,32784335.006
G7,2010,33745301.229
G7,2011,34285787.636
G7,2012,34750163.531
G7,2013,35235790.953
G7,2014,35883775.199
G7,2015,36623088.347
G7,2016,37187389.164
G7,2017,38015740.203
G7,2018,38816860.834
G7,2019,39429466.46
G7,2020,37639108.063
G7,2021,39623718.74
G7,2022,40508147.947
Colombia,1975,140951.469
Colombia,1976,147496.831
Colombia,1977,153678.562
Colombia,1978,166752.196
Colombia,1979,175808.456
Colombia,1980,183115.271
Colombia,1981,187639.495
Colombia,1982,189754.758
Colombia,1983,193001.642
Colombia,1984,198820.504
Colombia,1985,204828.691
Colombia,1986,216645.877
Colombia,1987,228787.177
Colombia,1988,239117.581
Colombia,1989,247608.133
Colombia,1990,258461.951
Colombia,1991,265671.027
Colombia,1992,277157.618
Colombia,1993,293029.852
Colombia,1994,309462.415
Colombia,1995,325942.652
Colombia,1996,331118.79
Colombia,1997,341696.436
Colombia,1998,343761.159
Colombia,1999,325916.548
Colombia,2000,334289.988
Colombia,2001,339899.133
Colombia,2002,348409.743
Colombia,2003,362062.204
Colombia,2004,381370.771
Colombia,2005,399320.211
Colombia,2006,426142.025
Colombia,2007,454856.304
Colombia,2008,469791.266
Colombia,2009,475145.236
Colombia,2010,496501.394
Colombia,2011,530997.775
Colombia,2012,551773.783
Colombia,2013,580101.814
Colombia,2014,606200.768
Colombia,2015,624119.465
Colombia,2016,637147.226
Colombia,2017,645808.356
Colombia,2018,662368.976
Colombia,2019,683477.718
Colombia,2020,633909.869
Colombia,2021,703742.606
Colombia,2022,756493.596
Latvia,1994,20166.5333
Latvia,1995,22371.303
Latvia,1996,22950.276
Latvia,1997,24978.372
Latvia,1998,26560.986
Latvia,1999,27293.053
Latvia,2000,28842.136
Latvia,2001,30665.971
Latvia,2002,32839.614
Latvia,2003,35605.65
Latvia,2004,38555.274
Latvia,2005,42688.54
Latvia,2006,47799.142
Latvia,2007,52551.295
Latvia,2008,50843.84
Latvia,2009,43593.438
Latvia,2010,41651.103
Latvia,2011,42723.082
Latvia,2012,45731.747
Latvia,2013,46650.026
Latvia,2014,47537.39
Latvia,2015,49384.341
Latvia,2016,50554.066
Latvia,2017,52228.657
Latvia,2018,54313.549
Latvia,2019,55709.246
Latvia,2020,54481.98
Latvia,2021,56696.136
Latvia,2022,57816.557
Lithuania,1995,36211.593
Lithuania,1996,38079.555
